Supplier Name,Stage Invoked,Mandatory Restrictions,Reporting Month, REPORTED Total Monthly Potable Water Production 2014/2015 , REPORTED Total Monthly Potable Water Production 2013 ,REPORTED Monthly CII 2014/2015 (Subset of REPORTED Total Monthly Potable Water Production 2014/2015),REPORTED Monthly Ag Use 2014/2015 (This value is removed from REPORTED Total Monthly Potable Water Production 2014/2015 by Water Board staff to obtain CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons),REPORTED Monthly Ag Use 2013 (This value is removed from REPORTED Total Monthly Potable Water Production 2013 by Water Board Staff to obtain CALCULATED Total Monthly Potable Water Production 2013 Gallons),Optional - REPORTED Recycled Water,REPORTED Units,Qualification,Total Population Served,REPORTED Residential Gallons-per-Capita-Day (R-GPCD) (starting in September 2014),Optional - Enforcement Actions,Optional - Implementation,Conservation Standard (starting in June 2015),Supplier has Agricultural Water Use Exclusion Certification (list of received certifications available at: http://www.waterboards.ca.gov/water_issues/programs/conservation_portal/agriculture/),CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons (Values calculated by Water Board staff. REPORTED Total Monthly Potable Water Production 2014/2015 - REPORTED Monthly Ag Use 2014/2015; converted to gallons.),CALCULATED Total Monthly Potable Water Production 2013 Gallons (Values calculated by Water Board staff. REPORTED Total Monthly Potable Water Production 2013 - REPORTED Monthly Ag Use 2013; converted to gallons.),CALCULATED Monthly CII 2014/2015 (Subset of CALCULATED Total Monthly Potable Water Production 2014/2015 Gallons),CALCULATED R-GPCD 2014/2015 (Values calculated by Water Board staff using methodology available at http://www.waterboards.ca.gov/waterrights/water_issues/programs/drought/docs/ws_tools/guidance_estimate_res_gpcd.pdf),% Residential Use,Comments/Corrections,Hydrologic Region
Golden State Water Company Cowan Heights,Stage 2,Yes,14-Sep,294.4,299.1,,,,,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  “Indirect Potable Reuse (IPR) allocated to Golden State Water Company for August 2014 by OCWD is 416.3 AF of which 48.6 AF has been prorated to the Cowan Heights System. For September 2014, the Total Monthly production was 294.4 AF of which approximately 48.6 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for September 2014 is 245.8 AF and the adjusted GPCD is 317” ",7254,379,,NULL,NULL,No,"95,930,660","97,462,162",Null,379.1,86,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2,Yes,14-Aug,309.1,315.8,,,,,AF,"Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology  “Indirect Potable Reuse (IPR) allocated to Golden State Water Company for July 2014 by OCWD is 379.2 AF of which 44.2 AF has been prorated to the Cowan Heights System. For August 2014, the Total Monthly production was 309.1 AF of which approximately 44.2 AF was from IPR. Therefore, the adjusted Total Monthly Water Production for August 2014 is 264.9 AF and the adjusted GPCD is 374” ",7254,437,,NULL,NULL,No,"100,720,676","102,903,881",Null,436.7,97.5,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2,Yes,14-Jul,310.6,310.9,,,,,AF,Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology ,7254,388,,NULL,NULL,No,"101,209,453","101,307,209",Null,388.4,86.3,No Correction,South Coast
Golden State Water Company Cowan Heights,Stage 2,Yes,14-Jun,303.6,294,,,,,AF,Percent Residential Use based on 2013 billing data for the volume of water provided to residential customers for the same reporting month.  Total Population Served: Used simplified California Urban Water Service Area Population methodology ,7254,444,,NULL,NULL,No,"98,928,493","95,800,320",Null,444.1,97.7,No Correction,South Coast
Victorville Water District,2,Yes,15-Aug,2009,2847,309,n/a,n/a,0.15,AF,,125889,142,"1900 homes surveyed for water run off and waste 44 staff hours specifically for canvessing for violations in system. Site visits conducted to provide assistance with programming timers to adhere to restricted hours.  Out of locations that have received warnings, five have not met the requirements of the Ordinance and further follow-up is required to gain compliance. ",,28%,No,"654,635,517","927,699,013","100,688,091",142.6,85,No Correction,South Lahontan
Victorville Water District,Stage 2,Yes,15-Jul,1890,2816,318,n/a,n/a,,AF,,125874,134.16,"Adjusted regular work week and hours to work different shifts and days, i.e. off Thursdays, schedule 10pm to 7 am Thursday evening and Friday mornings. Off Monday's, schedule 10 pm to 7 am Sunday evenings and Monday mornings. Using cell phone texting with those customers who routinely observe violations and report with photo and information for follow up by Conservation Division. Observing for  leaks while canvessing system.",,28%,No,"615,859,197","917,597,618","103,620,754",134.2,85,No Correction,South Lahontan
Victorville Water District,Stage 2,Yes,15-Jun,2001,2614,327,0,0,17082,AF,,125859,146.78,,,28%,No,"652,028,705","851,775,630","106,553,417",146.8,85,No Correction,South Lahontan
Victorville Water District,2,Yes,15-May,1942,2294,,,,4559,AF,,125356,139,"3-day outdoor water restriction applies to sprinkler irrigation on smaller irrigation zones and residential/commercial irrigation-- those larger landscapes with multiple controllers are reduced 2-days and have the option to apply for reduction plan,must achieve 25% reduction in water use to satisfy using this alternate plan. Restricted hours for smaller systems is from 10 pm to 6 am and for larger landscapes hours are 10 pm - 9 am during the summer months-June-Sept. Using potable water to wash motor vehicles prohibited unless using commercial facilities with recirculating systems.  ",,NULL,No,"632,803,471","747,503,174",Null,138.4,85,No Correction,South Lahontan
Victorville Water District,Normal,Yes,15-Apr,1807,1983,,,,15006,AF,Please accept this resubmitted report-we were underreporting  our population(this report uses the recommended standard  3.7 x residential SF and MF metered connections to determine monthly population. ,125108,118,2.5 hours patrolling for run off and waste issues   ,mailing to all accounts regarding extended state prohibitions and new requirements-included our hot line number and notice about April 21 meeting with VWD Board of Directors. Continued until May 19- public hearing for consideration for adoption. VWD-012  and consideration to implement drought shortage stage 2,NULL,No,"588,813,529","646,163,380",Null,117.7,75,No Correction,South Lahontan
Victorville Water District,Normal,Yes,15-Mar,1655,1761,,,,5175,AF,Please accept this resubmitted report-we were underreporting  our population(this report uses the recommended standard  3.7 x residential SF and MF metered connections to determine monthly population. ,124945,107,1525 homes surveyed for run off 1 site visit to assist with leak,VWD-012 and amendments to drought contingency plan being prepared to be presented for adoption as drought continues ,NULL,No,"539,284,112","573,824,363",Null,107.2,77,No Correction,South Lahontan
Victorville Water District,Normal,Yes,15-Feb,1140,1196,,,,31091,AF,Please accept this resubmitted report-we were underreporting  our population(this report uses the recommended standard  3.7 x residential SF and MF metered connections to determine monthly population. ,124783,83,,,NULL,No,"371,470,627","389,718,307",Null,82.9,78,No Correction,South Lahontan
Victorville Water District,Normal,Yes,15-Jan,1042,1263,,,,10752,AF,Please accept this resubmitted report-we were underreporting  our population(this report uses the recommended standard  3.7 x residential SF and MF metered connections to determine monthly population. ,124620,72,,,NULL,No,"339,537,187","411,550,352",Null,72.1,82,No Correction,South Lahontan
Victorville Water District,Normal,Yes,14-Dec,1131,1312,,,,,AF,"Please accept this resubmitted report-we were underreporting  our population(this report uses the recommended standard  3.7 x residential SF and MF metered connections to determine monthly population. In addition, percentage of residential use was reported in error, this has been changed to reflect this.  ",122507,76,,,NULL,No,"368,537,964","427,517,072",Null,75.7,78,No Correction,South Lahontan
Victorville Water District,Normal,Yes,14-Nov,1454,1531,,,,24507,AF,Please accept this resubmitted report-we were underreporting  our population(this report uses the recommended standard  3.7 x residential SF and MF metered connections to determine monthly population. ,124294,99,,,NULL,No,"473,787,975","498,878,535",Null,99.1,78,No Correction,South Lahontan
Victorville Water District,Normal,Yes,14-Oct,1886,1981,,,,54214,AF,Please accept this resubmitted report-we were underreporting  our population(this report uses the recommended standard  3.7 x residential SF and MF metered connections to determine monthly population. ,124131,111,,,NULL,No,"614,555,791","645,511,677",Null,111.8,70,No Correction,South Lahontan
Victorville Water District,Normal ,Yes,14-Sep,2187,2299,,,,,AF,Please accept this resubmitted report-we were underreporting  our population(this report uses the recommended standard  3.7 x residential SF and MF metered connections to determine monthly population. ,123969,135,,,NULL,No,"712,637,071","749,132,431",Null,139.9,73,No Correction,South Lahontan
Victorville Water District,Normal ,Yes,14-Aug,2499,2847,,,,,AF,Please accept this resubmitted report-we were underreporting  our population(this report uses the recommended standard  3.7 x residential SF and MF metered connections to determine monthly population. ,123806,157,,,NULL,No,"814,302,716","927,699,013",Null,157,74,No Correction,South Lahontan
Victorville Water District,Normal ,Yes,14-Jul,2722,2816,,,,,AF,Please accept this resubmitted report-we were underreporting  our population(this report uses the recommended standard  3.7 x residential SF and MF metered connections to determine monthly population. ,123643,168.92,,,NULL,No,"886,967,584","917,597,618",Null,168.9,73,No Correction,South Lahontan
Victorville Water District,Normal,Yes,14-Jun,2524,2614,,,,,AF,Please accept this resubmitted report-we were underreporting  our population(this report uses the recommended standard  3.7 x residential SF and MF metered connections to determine monthly population. ,123480,167,,,NULL,No,"822,449,002","851,775,630",Null,166.5,75,No Correction,South Lahontan
Pomona  City of,Level 2 Water Supply Shortage,Yes,15-Aug,1898.57,2507.229,636.519,,,,AF,,152412,84.17,"Reduced allowed outdoor irrigation days, restricted allowed outdoor irrigation times, instituted new prohibitions on specific water uses, instituted stricter prohibition on specific water uses, increase conservation program budget.  ",,20%,No,"618,651,744","816,984,147","207,410,624",83.8,64,No Correction,South Coast
Pomona  City of,Level 2 Water Supply Shortage,Yes,15-Jul,1705.933,2488.69,224.686,,,,AF,,152419,62,,,20%,No,"555,880,702","810,943,188","73,214,254",62.4,53,No Correction,South Coast
Pomona  City of,Level 2 Water Supply Shortage,Yes,15-Jun,1709.533,2203.28,681.094,,,,AF,,152419,86.1,,,20%,No,"557,053,768","717,941,932","221,935,452",86.5,71,No Correction,South Coast
Pomona  City of,Permanent,Yes,15-May,1537.506,2144.81,201.29,,,,AF,"The City captures SFR and Mult-Res as a separate category; it is not possible to have actual consumption figures related to landscape irrigation or agriculture use.   The residential use was calculated by obtaining the City’s total monthly water consumptions and determining what percentage of that figure was attributed to SFR and Mult-Res customers. As a note, the billing figures are based on _ of the City customer base, approximately 30,000 customers due to bi-monthly billing. The production figures listed included ground water, surface water and imported water. ",151713,57,ON 5-18-2015 Council approve to enforce water contingency plan to limit outdoor water use to 2 days per week.,,NULL,No,"500,998,524","698,889,399","65,590,634",56.5,53,No Correction,South Coast
Pomona  City of,Permanent,Yes,15-Apr,1678.206,1820.94,,,,,AF,"The City captures SFR and Mult-Res as a separate category; it is not possible to have actual consumption figures related to landscape irrigation or agriculture use.   The residential use was calculated by obtaining the City’s total monthly water consumptions and determining what percentage of that figure was attributed to SFR and Mult-Res customers. As a note, the billing figures are based on _ of the City customer base, approximately 30,000 customers due to bi-monthly billing. The production figures listed included ground water, surface water and imported water. ",151713,78,"Going to City Council on May 18, 2015 to enforce water contingency plan to limit outdoor water to 2 days per week.",,NULL,No,"546,845,820","593,355,897",Null,78.1,65,No Correction,South Coast
Pomona  City of,Permanent,Yes,15-Mar,1572.323,1588.447,,,,,AF,"The City captures SFR and Mult-Res as a separate category; it is not possible to have actual consumption figures related to landscape irrigation or agriculture use.   The residential use was calculated by obtaining the City’s total monthly water consumptions and determining what percentage of that figure was attributed to SFR and Mult-Res customers. As a note, the billing figures are based on _ of the City customer base, approximately 30,000 customers due to bi-monthly billing. The production figures listed included ground water, surface water and imported water. ",151713,59,Will go to City Council in May 2015 to enforce water contingency plan to limit outdoor watering to 2 days per week.,,NULL,No,"512,343,693","517,597,722",Null,59.9,55,No Correction,South Coast
Pomona  City of,Permanent,Yes,15-Feb,1355.31,1294.65,,,,,AF,"The City captures SFR and Mult-Res as a separate category; it is not possible to have actual consumption figures related to landscape irrigation or agriculture use.   The residential use was calculated by obtaining the City’s total monthly water consumptions and determining what percentage of that figure was attributed to SFR and Mult-Res customers. As a note, the billing figures are based on _ of the City customer base, approximately 30,000 customers due to bi-monthly billing. The production figures listed included ground water, surface water and imported water. ",151713,69,,,NULL,No,"441,629,698","421,863,550",Null,69.7,67,No Correction,South Coast
Pomona  City of,Permanent,Yes,15-Jan,1387.18,1374.49,,,,,AF,,151713,60,,,NULL,No,"452,014,583","447,879,528",Null,60.5,63,No Correction,South Coast
Pomona  City of,Permanent,Yes,14-Dec,1258.52,1468.24,,,,,AF,"The City captures SFR and Mult-Res as a separate category; it is not possible to have actual consumption figures related to landscape irrigation or agriculture use.   The residential use was calculated by obtaining the City’s total monthly water consumptions and determining what percentage of that figure was attributed to SFR and Mult-Res customers. As a note, the billing figures are based on _ of the City customer base, approximately 30,000 customers due to bi-monthly billing. The production figures listed included ground water, surface water and imported water. ",151713,66.66,,,NULL,No,"410,090,538","478,428,099",Null,66.3,76,No Correction,South Coast
Pomona  City of,Permanent,Yes,14-Nov,1644.28,1711.353,,,,,AF,"The City captures SFR and Mult-Res as a separate category; it is not possible to have actual consumption figures related to landscape irrigation or agriculture use.   The residential use was calculated by obtaining the City’s total monthly water consumptions and determining what percentage of that figure was attributed to SFR and Mult-Res customers. As a note, the billing figures are based on _ of the City customer base, approximately 30,000 customers due to bi-monthly billing. The production figures listed included ground water, surface water and imported water. ",151713,57,,,NULL,No,"535,790,984","557,646,817",Null,57.7,49,No Correction,South Coast
